Date_pre,Date_post,Site,Treatment,Color,Number,Species,Length_pre,Width_pre,Height_pre,Weight_pre,Notes_pre,POST_DEAD_ALIVE,Length_post,Width_post,Height_post,Weight_post,Genetics_Weight,Dry_Weight_plate,Dry_weight_final,Dry_weight_shell,RFTM_date,RFTM_score,peacrabs,Notes_post,LiveMM
5/30/17,,OY,LL,B,16,CV,17.4,16.85,6,0.89,,,48.29,34.26,16.89,19.23,G,,,,9/20-9/27,3,,,0
5/30/17,,OY,LL,B,17,CV,18.8,14.6,5.85,0.72,,,35.35,22.49,7.98,3.39,W,1.2745,1.3548,2.7217,,,,,0
5/30/17,,OY,LL,B,18,CV,20.3,17.65,6.25,0.93,,,35.39,21.26,18.45,3.49,G,,,,9/20-9/27,0.5,,,0
5/30/17,,OY,LL,P,1,CV,22.2,20,6.55,0.06,,,43.81,39.89,16.83,15.32,G,,,,9/20-9/29,0,,,0
5/30/17,,OY,LL,P,3,CV,22.3,15.6,5.8,1.17,,,36.33,33.4,15.64,8.76,W,1.3017,1.4941,7.1019,,,,,0
5/30/17,,OY,LL,P,5,CV,25.8,15.2,8.3,1.18,,,46.61,40.67,15.39,13.64,G,,,,9/20-9/29,0,,,0
5/30/17,,OY,LL,P,8,CV,20,15.8,5.5,0.92,,,47.62,41.35,18.75,18.22,W,1.2673,1.6553,11.3517,,,,,0
5/30/17,,OY,LL,P,9,CV,21.65,14.5,6.45,1.05,,,40.31,43.14,13.37,12.22,G,,,,9/20-9/29,1,,,0
5/30/17,,OY,LL,P,11,CV,20.4,16.6,6.1,0.97,,MISSING,,,,,,,,,,,,,0
5/30/17,,OY,LL,P,13,CV,18.5,18.9,6.2,0.89,,,36.69,40.9,11.97,12.7,W,1.2938,1.6331,7.8633,,,,,0
5/30/17,,OY,LL,P,14,CV,20.25,17.2,5.25,0.97,,,42.54,46.52,15.3,16.72,G,,,,9/20-9/29,0.5,,,0
5/30/17,,OY,LL,P,15,CV,22,17.75,5.7,1.03,,,51.85,45.64,17.12,20.68,W,1.2545,1.7644,12.9414,,,,,0
5/30/17,,OY,LL,R,1,CV,18.7,17.5,5.95,0.89,,DEAD,26.43,19.44,,,,,,,,,,,0
5/30/17,,OY,LL,R,3,CV,19.1,14.9,4.5,0.7,,,53.99,44.45,21.88,29.56,W,1.2666,1.8071,16.5458,,,,,0
5/30/17,,OY,LL,R,4,CV,22.3,17,7.2,1.2,,,49.66,47.33,14.06,21.95,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,LL,R,7,CV,19.85,18.4,5.3,0.13,,,61.41,40.18,18.42,23.74,W,1.2505,1.7272,15.7251,,,,,0
5/30/17,,OY,LL,R,10,CV,23.2,17.7,7.5,1.18,,,59.19,42.83,20.04,27.02,G,,,,9/20-9/27,1,,,0
5/30/17,,OY,LL,R,12,CV,18.6,14,5.5,0.7,,,54.56,38.68,16.33,15.52,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,LL,R,13,CV,23.85,17.1,5.2,1.1,,,62.93,42.47,17.52,23.98,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,LL,R,17,CV,19,19,6,1.21,,,61.93,41.66,21.31,28.5,W,1.288,11.7911,15.7853,,,,,0
5/30/17,,OY,LL,R,18,CV,23,17.7,6.2,1.02,,,60.19,37.3,21.32,28.46,G,,,,9/20-9/27,3,,,0
5/30/17,,OY,LL,Y,2,CV,20.8,15.25,5,0.86,,,55.11,39.88,18.35,22.86,G,,,,9/20-9/29,0,,,0
5/30/17,,OY,LL,Y,5,CV,20.5,16.25,5.8,0.97,,,47.07,40.82,16.74,15.91,W,1.28903,1.6675,10.133,,,,,0
5/30/17,,OY,LL,Y,6,CV,19.5,17.45,5.9,0.85,,,55.83,47.69,21.07,27.05,G,,,,9/20-9/29,2,,,0
5/30/17,,OY,LL,Y,9,CV,18.2,16.75,5.8,0.77,,,53.57,38.48,13.81,17.51,W,1.25619,1.7128,10.2485,,,,,0
5/30/17,,OY,LL,Y,10,CV,23.3,17.6,5.45,1.16,,,59.44,38.7,19.29,20.73,G,,,,9/20-9/29,0.5,,,0
5/30/17,,OY,LL,Y,12,CV,18.65,15.8,5.5,0.74,,,55.84,38.33,17.6,16.27,W,1.2794,1.6573,10.5406,,,,,0
5/30/17,,OY,LL,Y,15,CV,20.4,18.3,5.05,0.94,,,35.69,46.36,12.96,13.28,W,1.2724,1.5726,7.9705,,,,,0
5/30/17,,OY,LL,Y,16,CV,21.6,16.3,5.35,0.82,,,29.55,19.91,11.32,2.97,G,,,,,,,,0
5/30/17,,OY,LL,Y,17,CV,18.5,15.6,5.75,0.85,,,55.64,44.4,16.95,19.89,W,1.2692,1.7402,12.6479,,,,,0
5/28/17,,SW,HH,B,1,GD,97.6,38.1,30.02,60.21,,,97.61,39.77,30.43,37.59,G,,,,9/25-9/30,0,1,,0
5/28/17,,SW,HH,B,2,CV,MISSING,MISSING,MISSING,MISSING,,,42.89,50.52,24.01,23.17,G,,,,9/25-9/30,1,,,0
5/28/17,,SW,HH,B,4,CV,MISSING,MISSING,MISSING,MISSING,,,42.01,47.25,23.58,24.55,W,1.2941,1.7225,18.8324,,,,,0
5/28/17,,SW,HH,B,6,GD,106.45,50.09,34.45,110.06,,,116.96,53,35.31,104.26,W,1.2841,2.8885,59.9497,,,,,0
5/28/17,,SW,HH,B,7,GD,97.35,34.1,29.55,57.21,,,96.83,36.97,29.68,55.82,G,,,,9/25-9/30,0,,,0
5/28/17,,SW,HH,B,8,CV,MISSING,MISSING,MISSING,MISSING,,,57.44,44.69,25.88,26.25,G,,,,9/25-9/30,0.5,,,0
5/28/17,,SW,HH,B,10,GD,96.65,39.8,26.65,59.23,,,96.6,39.32,27.21,55.6,W,1.302,2.4407,27.7035,,,,,0
5/28/17,,SW,HH,B,11,CV,MISSING,MISSING,MISSING,MISSING,,,61.12,44.78,22.7,28.58,W,1.262,1.9028,18.9647,,,,,0
5/28/17,,SW,HH,B,14,GD,91.65,34,27.55,52.64,,,93.14,35.12,27.7,47.79,G,,,,9/25-9/30,0,,,0
5/28/17,,SW,HH,B,15,CV,MISSING,MISSING,MISSING,MISSING,,,32.66,17.94,7.74,2.37,G,,,,9/25-9/30,0,,,0
5/28/17,,SW,HH,B,17,GD,97.55,40.04,28.6,71.24,,,101.62,41.84,31.24,68.41,W,1.2859,2.5064,35.2434,,,,,0
5/28/17,,SW,HH,B,MISSING,CV,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/28/17,,SW,HH,B,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/28/17,,SW,HH,B,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/28/17,,SW,HH,B,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/28/17,,SW,HH,B,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/28/17,,SW,HH,B,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/28/17,,SW,HH,B,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,4,GD,114.6,46,33.5,94.14,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,6,GD,107.68,45.4,32,83.46,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,10,GD,103.8,41.6,20,66.63,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,11,GD,106,46.2,30.25,83.79,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,16,GD,105.15,44.2,28.75,74.83,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,18,GD,90.5,37.5,30.45,58.88,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,CV,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,CV,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,CV,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,CV,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,CV,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,CV,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/30/17,,SW,HH,P,MISSING,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,
5/28/17,,SW,HH,R,1,GD,106.25,45.2,30.08,85.32,,DEAD,105.57,43.16,,,,,,,,,,,5
5/28/17,,SW,HH,R,2,CV,MISSING,MISSING,MISSING,MISSING,,,61.19,43.06,22.3,33.53,G,,,,9/25-9/30,0,,,5
5/28/17,,SW,HH,R,3,CV,MISSING,MISSING,MISSING,MISSING,,,50.76,45.38,19.56,26.94,W,1.2888,1.8096,19.1142,,,,,5
5/28/17,,SW,HH,R,4,CV,MISSING,MISSING,MISSING,MISSING,,,60.58,44.97,22.08,27.14,G,,,,9/25-9/30,2,,,5
5/28/17,,SW,HH,R,5,GD,103.8,47,33.1,86.01,,,105.09,46.39,33.89,81.01,G,,,,9/25-9/30,0,,,5
5/28/17,,SW,HH,R,6,CV,MISSING,MISSING,MISSING,MISSING,,,47.76,41.04,19.5,26.5,W,1.2741,1.6742,17.4628,,,,,5
5/28/17,,SW,HH,R,7,MM,MISSING,MISSING,MISSING,MISSING,,,23.28,19.75,12.23,3.63,G,,,,9/25-9/30,0,,,5
5/28/17,,SW,HH,R,8,GD,109.05,41.65,32,78.19,,,110.23,41.73,33.2,75.51,W,1.2811,2.7647,36.1357,,,,,5
5/28/17,,SW,HH,R,9,MM,MISSING,MISSING,MISSING,MISSING,,,27.43,25.98,16.38,8.21,W,1.2682,1.5058,5.3605,,,,,5
5/28/17,,SW,HH,R,10,GD,93.5,39.5,33.25,66.31,,MISSING,,,,,,,,,,,,,5
5/28/17,,SW,HH,R,11,MM,MISSING,MISSING,MISSING,MISSING,,,28.54,25.61,15.4,7.72,G,,,,9/25-9/30,0,,,5
5/28/17,,SW,HH,R,12,MM,MISSING,MISSING,MISSING,MISSING,,,24.22,23.2,13.34,5.2,W,1.2729,1.4271,3.2597,,,,,5
5/28/17,,SW,HH,R,13,CV,MISSING,MISSING,MISSING,MISSING,,,65.59,52.07,19.7,33.48,G,,,,9/25-9/30,0,,,5
5/28/17,,SW,HH,R,14,GD,102,42.05,27.1,67.99,,,101.98,43.75,28.13,68.84,W,1.2701,2.1707,36.6141,,,,,5
5/28/17,,SW,HH,R,15,MM,MISSING,MISSING,MISSING,MISSING,,PREDATION,,,,,,,,,,,,,5
5/28/17,,SW,HH,R,16,MM,MISSING,MISSING,MISSING,MISSING,,,24.14,22.27,13.66,5.16,G,,,,9/25-9/30,0,,,5
5/28/17,,SW,HH,R,17,GD,111.3,42.75,34.85,94.78,,,111.18,42.5,35.62,95.45,G,,,,9/25-9/30,0,,,5
5/28/17,,SW,HH,R,18,CV,MISSING,MISSING,MISSING,MISSING,,,51.69,51.34,37.25,33.64,W,1.2847,1.8912,21.0857,,,,,5
5/28/17,,SW,HH,Y,1,CV,MISSING,MISSING,MISSING,MISSING,,,56.89,49.83,20.77,28.45,G,,,,9/24-9/30,1,,,3
5/28/17,,SW,HH,Y,2,MM,MISSING,MISSING,MISSING,MISSING,,,22.81,20.76,12.56,4.19,W,1.2718,1.3736,1.6458,,,,,3
5/28/17,,SW,HH,Y,3,GD,100.4,41.8,28.5,64.14,,DEAD,100.12,40.79,,,,,,,,,,,3
5/28/17,,SW,HH,Y,4,MM,MISSING,MISSING,MISSING,MISSING,,MISSING,,,,,,,,,,,,,3
5/28/17,,SW,HH,Y,5,CV,MISSING,MISSING,MISSING,MISSING,,,45.4,42.24,17.88,21.34,W,1.2635,1.5929,17.069,,,,,3
5/28/17,,SW,HH,Y,6,GD,91.2,37,30.8,70.61,,,93.71,39.6,33.4,70.55,G,,,,9/24-9/30,0,,,3
5/28/17,,SW,HH,Y,7,MM,MISSING,MISSING,MISSING,MISSING,,PREDATION,,,,,,,,,,,,,3
5/28/17,,SW,HH,Y,8,MM,MISSING,MISSING,MISSING,MISSING,,,19.07,17,10.09,2.35,G,,,,9/24-9/30,0,,,3
5/28/17,,SW,HH,Y,9,CV,MISSING,MISSING,MISSING,MISSING,,,52.94,34.74,23.53,19.95,W,1.2763,1.6983,13.4993,,,,,3
5/28/17,,SW,HH,Y,10,GD,98.81,39.91,32.06,67.17,,,99.77,39.52,30.45,62.45,W,1.282,2.5528,29.0669,,,,,3
5/28/17,,SW,HH,Y,11,GD,108.84,45.5,33.22,85.61,,,107.95,42.1,31.34,78.82,G,,,,9/24-9/30,0,,,3
5/28/17,,SW,HH,Y,12,MM,MISSING,MISSING,MISSING,MISSING,,PREDATION,,,,,,,,,,,,,3
5/28/17,,SW,HH,Y,13,CV,MISSING,MISSING,MISSING,MISSING,,,46.13,31.67,18.99,13.24,G,,,,9/24-9/30,2,,,3
5/28/17,,SW,HH,Y,14,CV,MISSING,MISSING,MISSING,MISSING,,,52.36,43.03,26.09,22.49,G,,,,9/24-9/30,2,,FLATWORM,3
5/28/17,,SW,HH,Y,15,MM,MISSING,MISSING,MISSING,MISSING,,,21.37,19.48,12.24,3.68,G,,,,9/24-9/30,0,,,3
5/28/17,,SW,HH,Y,16,CV,MISSING,MISSING,MISSING,MISSING,,,48.41,44.85,19.85,22.91,W,1.2691,1.658,18.0352,,,,,3
5/28/17,,SW,HH,Y,17,GD,105.5,45.5,32.13,84.34,,,104.68,44.2,31.89,82.35,W,1.277,2.5445,36.4297,,,,,3
5/28/17,,SW,HH,Y,18,GD,100.25,41.1,29.92,61.91,,,103.19,41.12,30.59,56.75,G,,,,9/24-9/30,0,,,3
5/30/17,,SW,HL,B,1,CV,20.4,17.6,5,0.92,,,58.24,40.04,26.45,28.22,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,HL,B,2,CV,24.7,15.6,5.6,1.12,,,58.21,43.95,24.57,30.13,W,1.2749,1.7713,19.9698,,,,,0
5/30/17,,SW,HL,B,3,CV,24.4,15,7.1,0.95,,,54.34,36.54,19.21,19.73,G,,,,9/25-9/30,0.5,,,0
5/30/17,,SW,HL,B,4,CV,23.3,17,5.8,1.11,,,51.99,42.52,19.71,20.48,W,1.2739,1.58901,13.9731,,,,,0
5/30/17,,SW,HL,B,5,CV,17.7,16.8,5.5,0.79,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,HL,B,6,CV,23.4,16.8,6.05,1.27,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,HL,B,7,CV,21.8,19,6.6,1.27,,,58.33,43.88,25.74,29,G,,,,,,,,0
5/30/17,,SW,HL,B,8,CV,25.2,18.5,8,1.48,,,61.41,42.38,20.98,28.21,W,1.2873,1.8521,17.746,,,,,0
5/30/17,,SW,HL,B,9,CV,19.5,14.8,5.2,0.79,,,54.16,39.96,16.33,18.19,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,HL,B,10,CV,22.4,17.5,7,0.88,,,62.34,46.76,19.21,25.84,W,1.2808,1.819,16.4206,,,,,0
5/30/17,,SW,HL,B,11,CV,20.8,16.4,5,1.04,,,51.2,42.45,19.8,21.1,G,,,,9/25-9/30,1,,,0
5/30/17,,SW,HL,B,12,CV,24.2,18.4,6.6,1.16,,,45.25,46.87,18.83,23.25,W,1.275,1.7663,17.1059,,,,,0
5/30/17,,SW,HL,B,13,CV,18.4,17.6,5.5,0.92,,,53.5,42.58,19.15,26.99,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,HL,B,14,CV,18.2,15.1,4.4,0.61,,,49.43,44.17,19.79,21.02,W,1.2738,1.674,14.4263,,,,,0
5/30/17,,SW,HL,B,15,CV,18.7,18.2,5,0.89,,,47.93,48.16,22.74,22.02,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,HL,B,16,CV,18.5,15.6,5.05,0.68,,,46.27,42.43,17.57,14.85,W,1.2924,1.6917,10.3799,,,,,0
5/30/17,,SW,HL,B,17,CV,22.5,16.1,6.1,1.1,,,50.46,39.94,22.56,21.79,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,HL,B,18,CV,20.9,14.25,5.8,0.9,,DEAD,41.88,36.91,,,,,,,,,,,0
5/30/17,,SW,HL,P,1,CV,21.8,13.4,5.05,0.82,,,52.3,48.86,21.32,23.94,G,,,,9/25-9/29,0,,,0
5/30/17,,SW,HL,P,2,CV,21,15.75,6,0.9,,,58.71,47.29,20.58,26.59,W,1.1408,1.341,7.9794,,,,,0
5/30/17,,SW,HL,P,3,CV,19.7,17.6,6.85,0.85,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,HL,P,4,CV,19.8,16.4,5.25,0.85,,,41.59,29.34,16.99,13.39,G,,,,9/23-9/29,0,,,0
5/30/17,,SW,HL,P,5,CV,20.3,15.3,6.2,1.04,,DEAD,53.1,34.18,,,,,,,,,,,0
5/30/17,,SW,HL,P,6,CV,20.9,15.25,5.4,0.84,,,57,42.49,16.5,20.58,W,1.1477,1.5219,14.3749,,,,,0
5/30/17,,SW,HL,P,7,CV,23.8,16.2,5.9,1.23,,,47.97,53.84,20.27,23.87,G,,,,9/23-9/29,0,,,0
5/30/17,,SW,HL,P,8,CV,17.7,18,7.3,0.75,,,55.3,44.91,18.27,17.28,W,1.1401,1.3782,12.0032,,,,,0
5/30/17,,SW,HL,P,9,CV,22,20,6.9,1.23,,,61.42,48.51,20.5,27.26,G,,,,9/23-9/29,0,,,0
5/30/17,,SW,HL,P,10,CV,19.7,18.75,5.6,1.05,,,47.68,54.66,20.56,23.05,W,1.1441,1.5403,16.7509,,,,,0
5/30/17,,SW,HL,P,11,CV,25.4,19.25,5.5,1.3,,,51.72,43.61,23.21,19.18,G,,,,9/23-9/29,0,,,0
5/30/17,,SW,HL,P,12,CV,22.3,19.75,5.65,1.09,,,56.51,49.79,19.4,25.14,W,1.1398,1.6861,16.3777,,,,,0
5/30/17,,SW,HL,P,13,CV,20,14.15,5.6,0.84,,,56.49,34.56,19.81,17.64,G,,,,9/23-9/29,3,,,0
5/30/17,,SW,HL,P,14,CV,16.8,14.2,6,0.65,,,60.52,40.07,17.45,27.2,W,1.151,1.813,17.8952,,,,,0
5/30/17,,SW,HL,P,15,CV,24.7,14.6,7.25,1.29,,,53.03,49.65,18.99,23.53,G,,,,9/23-9/29,0.5,,,0
5/30/17,,SW,HL,P,16,CV,18.7,17.3,5.3,0.9,,,53.55,35.02,17.57,16.7,W,1.294,1.5666,12.5148,,,,,0
5/30/17,,SW,HL,P,17,CV,24.65,18.1,6,1.32,,,55.28,43.98,17.38,21.42,G,,,,9/24-9/30,0,,,0
5/30/17,,SW,HL,P,18,CV,21,14.15,5.7,0.82,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,HL,R,1,CV,20,15.8,5,0.84,,,48.88,38.11,22.54,22.15,G,,,,9/24-9/29,1,,,0
5/30/17,,SW,HL,R,2,CV,22.7,18.2,7,1.12,,,58.45,41.84,22.47,25.74,W,1.133,1.5814,16.1865,,,,,0
5/30/17,,SW,HL,R,3,CV,20.5,12.8,6,0.82,,,50.03,47.71,18.32,24.01,G,,,,9/24-9/30,2,,,0
5/30/17,,SW,HL,R,4,CV,21,19.8,7,1.01,,,54.77,45.59,26,28.51,W,1.134,1.5302,17.6966,,,1,,0
5/30/17,,SW,HL,R,5,CV,22.1,18.3,5.3,1.05,,,57.79,46.92,20.53,31.44,G,,,,9/24-9/30,0,,,0
5/30/17,,SW,HL,R,6,CV,23.5,13.2,7.15,0.99,,,59.17,44.52,20.59,29.6,W,1.1443,1.645,22.002,,,,,0
5/30/17,,SW,HL,R,7,CV,18.6,16.5,5.5,0.78,,,57.14,46.84,22.12,27.57,G,,,,9/24-9/30,3,,,0
5/30/17,,SW,HL,R,8,CV,20.8,18.55,6.2,1,,DEAD,24.7,22.15,,,,,,,,,,,0
5/30/17,,SW,HL,R,9,CV,20.2,15.5,5.7,0.85,,,43.66,45.32,18.52,20.49,W,1.1304,1.5237,13.5324,,,,,0
5/30/17,,SW,HL,R,10,CV,17,13.25,5.1,0.49,,,54.65,37.6,19.96,23.17,G,,,,9/24-9/30,0,,,0
5/30/17,,SW,HL,R,11,CV,19.5,15.05,5.7,0.71,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,HL,R,12,CV,20.5,15.4,6.7,1.06,,,48.73,44.41,20.11,23.66,W,1.1402,1.5264,17.219,,,,,0
5/30/17,,SW,HL,R,13,CV,21,17.2,6.7,0.02,,,45.25,35.68,28.77,17.1,G,,,,9/24-9/30,3,,,0
5/30/17,,SW,HL,R,14,CV,23.2,16.9,0.7,1.14,,,51.86,43.83,22.03,21.35,W,1.2899,1.7852,13.8964,,,,,0
5/30/17,,SW,HL,R,15,CV,20.9,18.25,5.5,0.87,,,49.13,41.22,20.92,23.28,G,,,,9/24-9/30,3,,,0
5/30/17,,SW,HL,R,16,CV,17.1,17.2,5.5,0.67,,,41.66,45.21,18.14,16.84,W,1.1523,1.4592,10.8876,,,,,0
5/30/17,,SW,HL,R,17,CV,18.5,16.8,5.8,0.76,,,54.09,46.36,21.49,24.56,G,,,,9/24-9/30,1,,,0
5/30/17,,SW,HL,R,18,CV,17.7,18,5.5,1.05,,,50.07,44.61,20.67,28.77,W,1.2947,1.7205,18.8532,,,,,0
5/30/17,,SW,HL,Y,1,CV,25.6,18.4,6.7,1.61,,,61.61,51.03,21.26,34.49,G,,,,9/24-9/30,1,,,0
5/30/17,,SW,HL,Y,2,CV,17.5,16.5,6.4,0.85,,,47.69,42.01,17.35,21.33,W,1.278,0.7011,14.4895,,,,,0
5/30/17,,SW,HL,Y,3,CV,19.6,16.9,5.85,0.98,,,57.68,41.28,21.29,19.93,G,,,,9/24-9/30,2,,,0
5/30/17,,SW,HL,Y,4,CV,22.5,13.5,6.7,0.97,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,HL,Y,5,CV,19.8,18.2,5.6,0.91,,,51.08,36.26,17.79,18.09,W,1.1562,1.5561,12.3801,,,,,0
5/30/17,,SW,HL,Y,6,CV,21.3,16.3,5.5,0.91,,,45.47,22.47,18.25,13.67,G,,,,9/24-9/30,1,,,0
5/30/17,,SW,HL,Y,7,CV,24.55,15.7,6.2,1.25,,,49.1,38.68,23.15,21.13,W,1.1408,1.6237,12.7044,,,,,0
5/30/17,,SW,HL,Y,8,CV,18.9,13.75,5.6,0.79,,,58.56,43.38,21.05,31.31,G,,,,9/24-9/30,0,,,0
5/30/17,,SW,HL,Y,9,CV,19.7,17.2,5.7,0.79,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,HL,Y,10,CV,20.2,16,9.5,1.29,,,62.91,42.13,18.4,30.91,W,1.2735,1.7532,21.9174,,,,,0
5/30/17,,SW,HL,Y,11,CV,20.5,19.25,5.8,0.95,,,68.81,46.76,25.2,31.1,G,,,,9/24-9/30,0,,,0
5/30/17,,SW,HL,Y,12,CV,22.7,16.85,6.4,1.2,,,44.39,41.83,19.62,18.53,W,1.2673,1.5586,10.8301,,,1,,0
5/30/17,,SW,HL,Y,13,CV,22.7,18.4,5.8,0.99,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,HL,Y,14,CV,23.7,16.2,7.25,1.12,,,57.26,40.72,18.96,23.38,G,,,,9/24-9/29,0,,,0
5/30/17,,SW,HL,Y,15,CV,2.9,15.45,5.3,1.03,,,65.08,43.51,19.63,29.21,W,1.2798,1.7971,18.9318,,,,,0
5/30/17,,SW,HL,Y,16,CV,22,15.7,6.5,1.24,,,60.58,37.41,22.75,28.02,G,,,,9/24-9/30,0,,,0
5/30/17,,SW,HL,Y,17,CV,22.8,14.4,5.8,1.02,,,76.88,34.58,18.4,28.01,W,1.2698,1.8107,17.9177,,,,,0
5/30/17,,SW,HL,Y,18,CV,19.2,18,6.5,1.08,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,LH,B,2,CV,19.9,16.9,6.5,1.14,,,61.12,46.27,21.45,27.3,G,,,,9/24-9/30,0,,,1
5/30/17,,SW,LH,B,3,MM,23,23,12,3.66,Missing photo,PREDATION,,,,,,,,,,,,,1
5/29/17,,SW,LH,B,6,GD,111.35,43.75,30.5,77.86,,,103.81,45.03,31.76,68.59,W,1.2587,3.0513,32.9117,,,,,1
5/30/17,,SW,LH,B,7,CV,22.6,22.6,7.2,1.15,,,59.35,45.89,21.39,27.65,W,1.2562,1.8668,18.101,,,,,1
5/30/17,,SW,LH,B,8,MM,20.4,20.4,10.2,2.68,,,23.61,20.76,12.8,4.38,G,,,,9/24-9/29,0,,,1
5/29/17,,SW,LH,B,10,GD,103,42.25,32,79.87,,,111.07,43.13,30.05,69.21,G,,,,9/24-9/29,0,,,1
5/30/17,,SW,LH,B,14,MM,21.3,21.3,11.7,2.85,,PREDATION,,,,,,,,,,,,,1
5/30/17,,SW,LH,B,16,CV,24.8,24.8,6.35,1.33,,,47.39,37.58,20.04,18.04,G,,,,9/24-9/29,0,,,1
5/29/17,,SW,LH,B,18,GD,105.95,41.05,29,78.7,,DEAD,105.04,41.09,,,,,,,,,,,1
5/30/17,,SW,LH,P,1,MM,22.6,19.5,11.3,3.08,,DEAD,22.52,19.67,,,,,,,,,,,3
5/29/17,,SW,LH,P,3,GD,100.6,37.3,29.55,59.87,,,102.19,39.08,30.38,64.14,G,,,,9/24-9/30,0,,,3
5/30/17,,SW,LH,P,5,CV,23.2,18.6,7,1.42,,,47.15,41.54,20.56,16.48,G,,,,9/24-9/30,2,1,,3
5/29/17,,SW,LH,P,7,GD,90,35.1,27.9,50.55,,,90.28,35.56,28.29,49.81,G,,,,9/24-9/30,0,,,3
5/30/17,,SW,LH,P,10,CV,20,19,5.2,0.88,,,48.86,48.92,20.68,21.37,G,,,,9/24-9/30,2,,,3
5/30/17,,SW,LH,P,12,MM,20.9,17.65,10.6,2.64,,,23.12,22.52,13.69,5.22,W,1.2732,1.4161,33.1162,,,,,3
5/30/17,,SW,LH,P,14,MM,21,18.9,10.8,2.59,,,21.32,19.38,11.2,3.14,G,,,,9/24-9/30,0,,,3
5/30/17,,SW,LH,P,9,CV,20,18.65,4.9,0.88,,,47.36,37.26,25.95,22.82,W,1.2855,1.6146,16.9923,,,,,3
5/29/17,,SW,LH,P,17,GD,101.5,40.5,32.6,67.68,,,102.41,42.91,31.9,73.4,W,1.2906,2.538,33.1162,,,,,3
5/29/17,,SW,LH,R,1,GD,99.4,41.15,29.9,70.46,,,99.2,40.81,29.95,67.64,G,,,,9/24-9/30,0,,,1
5/30/17,,SW,LH,R,2,CV,18.6,19.2,6.2,1.02,,,50.91,45.54,22.59,19.8,W,1.2701,1.6624,13.8108,,,,,1
5/30/17,,SW,LH,R,3,MM,20.4,18.7,11.2,2.95,,PREDATION,,,,,,,,,,,,,1
